Datetime,Open,High,Low,Close,Volume
2026-08-06 03:15:00,1.1559356451034546,1.1560693979263306,1.1558021306991577,1.1559356451034546,0
2026-08-06 03:30:00,1.1558021306991577,1.1560693979263306,1.1558021306991577,1.1560693979263306,0
2026-08-06 03:45:00,1.1560693979263306,1.1560693979263306,1.1556684970855713,1.1556684970855713,0
2026-08-06 04:00:00,1.1556684970855713,1.1556684970855713,1.1555349826812744,1.1555349826812744,0
2026-08-06 04:15:00,1.1555349826812744,1.1555349826812744,1.1552680730819702,1.155401587486267,0
2026-08-06 04:30:00,1.155401587486267,1.155401587486267,1.1551345586776733,1.1551345586776733,0
2026-08-06 04:45:00,1.1551345586776733,1.155401587486267,1.155001163482666,1.1552680730819702,0
2026-08-06 05:00:00,1.1551345586776733,1.1552680730819702,1.1551345586776733,1.1552680730819702,0
2026-08-06 05:15:00,1.1552680730819702,1.1552680730819702,1.1551345586776733,1.1551345586776733,0
2026-08-06 05:30:00,1.1552680730819702,1.1552680730819702,1.1551345586776733,1.1551345586776733,0
2026-08-06 05:45:00,1.1551345586776733,1.1552680730819702,1.155001163482666,1.1552680730819702,0
2026-08-06 06:00:00,1.1552680730819702,1.1552680730819702,1.1548677682876587,1.1548677682876587,0
2026-08-06 06:15:00,1.1548677682876587,1.155001163482666,1.1548677682876587,1.1548677682876587,0
2026-08-06 06:30:00,1.1548677682876587,1.1552680730819702,1.1548677682876587,1.1552680730819702,0
2026-08-06 06:45:00,1.1551345586776733,1.155401587486267,1.1551345586776733,1.1552680730819702,0
2026-08-06 07:00:00,1.1555349826812744,1.1555349826812744,1.155001163482666,1.155001163482666,0
2026-08-06 07:15:00,1.155001163482666,1.1551345586776733,1.1548677682876587,1.155001163482666,0
2026-08-06 07:30:00,1.155001163482666,1.155001163482666,1.1547343730926514,1.1548677682876587,0
2026-08-06 07:45:00,1.155001163482666,1.155001163482666,1.1547343730926514,1.1548677682876587,0
2026-08-06 08:00:00,1.1548677682876587,1.1548677682876587,1.1546010971069336,1.1548677682876587,0
2026-08-06 08:15:00,1.1548677682876587,1.155001163482666,1.1547343730926514,1.1548677682876587,0
2026-08-06 08:30:00,1.1547343730926514,1.1548677682876587,1.1546010971069336,1.1548677682876587,0
2026-08-06 08:45:00,1.1546010971069336,1.1548677682876587,1.1544678211212158,1.1547343730926514,0
2026-08-06 09:00:00,1.1547343730926514,1.1548677682876587,1.154334545135498,1.1546010971069336,0
2026-08-06 09:15:00,1.1547343730926514,1.1547343730926514,1.1544678211212158,1.1544678211212158,0
2026-08-06 09:30:00,1.1544678211212158,1.1547343730926514,1.154334545135498,1.1546010971069336,0
2026-08-06 09:45:00,1.1546010971069336,1.1547343730926514,1.1544678211212158,1.1546010971069336,0
2026-08-06 10:00:00,1.1546010971069336,1.1547343730926514,1.1544678211212158,1.1547343730926514,0
2026-08-06 10:15:00,1.1546010971069336,1.1546010971069336,1.1544678211212158,1.1546010971069336,0
2026-08-06 10:30:00,1.1546010971069336,1.1546010971069336,1.154068112373352,1.154068112373352,0
2026-08-06 10:45:00,1.154068112373352,1.154334545135498,1.154068112373352,1.1542012691497803,0
2026-08-06 11:00:00,1.1542012691497803,1.154334545135498,1.154068112373352,1.154068112373352,0
2026-08-06 11:15:00,1.1539349555969238,1.1544678211212158,1.1539349555969238,1.1544678211212158,0
2026-08-06 11:30:00,1.1546010971069336,1.1546010971069336,1.154334545135498,1.1544678211212158,0
2026-08-06 11:45:00,1.1544678211212158,1.1546010971069336,1.154334545135498,1.1544678211212158,0
2026-08-06 12:00:00,1.1546010971069336,1.1548677682876587,1.1546010971069336,1.1546010971069336,0
2026-08-06 12:15:00,1.1547343730926514,1.155001163482666,1.1546010971069336,1.1548677682876587,0
2026-08-06 12:30:00,1.1548677682876587,1.1548677682876587,1.1542012691497803,1.1542012691497803,0
2026-08-06 12:45:00,1.1542012691497803,1.1548677682876587,1.1542012691497803,1.1548677682876587,0
2026-08-06 13:00:00,1.1547343730926514,1.1548677682876587,1.1542012691497803,1.154334545135498,0
2026-08-06 13:15:00,1.1544678211212158,1.1547343730926514,1.1544678211212158,1.1546010971069336,0
2026-08-06 13:30:00,1.1546010971069336,1.1548677682876587,1.154334545135498,1.1544678211212158,0
2026-08-06 13:45:00,1.1546010971069336,1.1546010971069336,1.154068112373352,1.1542012691497803,0
2026-08-06 14:00:00,1.154334545135498,1.1544678211212158,1.1539349555969238,1.1542012691497803,0
2026-08-06 14:15:00,1.1542012691497803,1.154334545135498,1.154068112373352,1.1542012691497803,0
2026-08-06 14:30:00,1.1542012691497803,1.1547343730926514,1.1542012691497803,1.1546010971069336,0
2026-08-06 14:45:00,1.1544678211212158,1.1547343730926514,1.1542012691497803,1.1547343730926514,0
2026-08-06 15:00:00,1.1547343730926514,1.1547343730926514,1.1536686420440674,1.1538017988204956,0
2026-08-06 15:15:00,1.1539349555969238,1.1542012691497803,1.1538017988204956,1.1538017988204956,0
2026-08-06 15:30:00,1.1539349555969238,1.154068112373352,1.1536686420440674,1.1539349555969238,0
2026-08-06 15:45:00,1.1538017988204956,1.1538017988204956,1.15340256690979,1.1538017988204956,0
2026-08-06 16:00:00,1.1538017988204956,1.1538017988204956,1.1532695293426514,1.1532695293426514,0
2026-08-06 16:15:00,1.1531364917755127,1.1531364917755127,1.1524720191955566,1.1527377367019653,0
2026-08-06 16:30:00,1.1526048183441162,1.1526048183441162,1.152339220046997,1.1526048183441162,0
2026-08-06 16:45:00,1.1527377367019653,1.1527377367019653,1.1522064208984375,1.1524720191955566,0
2026-08-06 17:00:00,1.152339220046997,1.1526048183441162,1.1522064208984375,1.152339220046997,0
2026-08-06 17:15:00,1.1522064208984375,1.152339220046997,1.1519410610198975,1.152339220046997,0
2026-08-06 17:30:00,1.1522064208984375,1.152339220046997,1.1520737409591675,1.1520737409591675,0
2026-08-06 17:45:00,1.1522064208984375,1.1524720191955566,1.1522064208984375,1.152339220046997,0
2026-08-06 18:00:00,1.1524720191955566,1.1524720191955566,1.1522064208984375,1.152339220046997,0
2026-08-06 18:15:00,1.1522064208984375,1.152339220046997,1.1520737409591675,1.152339220046997,0
2026-08-06 18:30:00,1.1522064208984375,1.152339220046997,1.1522064208984375,1.1522064208984375,0
2026-08-06 18:45:00,1.1522064208984375,1.1526048183441162,1.1522064208984375,1.1526048183441162,0
2026-08-06 19:00:00,1.1526048183441162,1.1527377367019653,1.1526048183441162,1.1527377367019653,0
2026-08-06 19:15:00,1.1527377367019653,1.1527377367019653,1.1526048183441162,1.1526048183441162,0
2026-08-06 19:30:00,1.1526048183441162,1.1526048183441162,1.1524720191955566,1.1526048183441162,0
2026-08-06 19:45:00,1.1524720191955566,1.1527377367019653,1.1524720191955566,1.1527377367019653,0
2026-08-06 20:00:00,1.1527377367019653,1.1528706550598145,1.1526048183441162,1.1526048183441162,0
2026-08-06 20:15:00,1.1526048183441162,1.1527377367019653,1.1522064208984375,1.1522064208984375,0
2026-08-06 20:30:00,1.152339220046997,1.1524720191955566,1.1522064208984375,1.1522064208984375,0
2026-08-06 20:45:00,1.152339220046997,1.1528706550598145,1.1522064208984375,1.1526048183441162,0
2026-08-06 21:00:00,1.1526048183441162,1.1527377367019653,1.1524720191955566,1.1524720191955566,0
2026-08-06 21:15:00,1.1524720191955566,1.1524720191955566,1.1522064208984375,1.152339220046997,0
2026-08-06 21:30:00,1.1524720191955566,1.1526048183441162,1.152339220046997,1.1524720191955566,0
2026-08-06 21:45:00,1.1524720191955566,1.1527377367019653,1.1524720191955566,1.1527377367019653,0
2026-08-06 22:00:00,1.1530035734176636,1.1530035734176636,1.152339220046997,1.1524720191955566,0
2026-08-06 22:15:00,1.1524720191955566,1.1527377367019653,1.1522064208984375,1.1527377367019653,0
2026-08-06 22:30:00,1.1526048183441162,1.1526048183441162,1.1522064208984375,1.1522064208984375,0
2026-08-06 22:45:00,1.152339220046997,1.1526048183441162,1.152339220046997,1.1524720191955566,0
2026-08-06 23:00:00,1.1526048183441162,1.1526048183441162,1.1524720191955566,1.1524720191955566,0
2026-08-06 23:15:00,1.1526048183441162,1.1526048183441162,1.1524720191955566,1.1526048183441162,0
2026-08-06 23:30:00,1.1524720191955566,1.1526048183441162,1.1524720191955566,1.1526048183441162,0
2026-08-06 23:45:00,1.1526048183441162,1.1526048183441162,1.1524720191955566,1.1524720191955566,0
2026-08-07 00:00:00,1.1526048183441162,1.1526048183441162,1.1526048183441162,1.1526048183441162,0
2026-08-07 00:15:00,1.1527377367019653,1.1527377367019653,1.1526048183441162,1.1527377367019653,0
2026-08-07 00:30:00,1.1526048183441162,1.1527377367019653,1.1526048183441162,1.1527377367019653,0
2026-08-07 00:45:00,1.1527377367019653,1.1527377367019653,1.1527377367019653,1.1527377367019653,0
2026-08-07 01:00:00,1.1526048183441162,1.1527377367019653,1.1524720191955566,1.1524720191955566,0
2026-08-07 01:15:00,1.152339220046997,1.1526048183441162,1.152339220046997,1.1524720191955566,0
2026-08-07 01:30:00,1.1524720191955566,1.1526048183441162,1.152339220046997,1.1524720191955566,0
2026-08-07 01:45:00,1.1524720191955566,1.1524720191955566,1.1522064208984375,1.1522064208984375,0
2026-08-07 02:00:00,1.152339220046997,1.1526048183441162,1.1522064208984375,1.1526048183441162,0
2026-08-07 02:15:00,1.1524720191955566,1.1526048183441162,1.1524720191955566,1.1524720191955566,0
2026-08-07 02:30:00,1.1524720191955566,1.1528706550598145,1.152339220046997,1.1528706550598145,0
2026-08-07 02:45:00,1.1528706550598145,1.1528706550598145,1.1524720191955566,1.1524720191955566,0
2026-08-07 03:00:00,1.1526048183441162,1.1526048183441162,1.1524720191955566,1.1524720191955566,0
2026-08-07 03:15:00,1.1524720191955566,1.1526048183441162,1.1524720191955566,1.1526048183441162,0
2026-08-07 03:30:00,1.1524720191955566,1.1526048183441162,1.1524720191955566,1.1524720191955566,0
2026-08-07 03:45:00,1.1524720191955566,1.1527377367019653,1.1524720191955566,1.1524720191955566,0
2026-08-07 04:00:00,1.1524720191955566,1.1526048183441162,1.152339220046997,1.1524720191955566,0
2026-08-07 04:15:00,1.152339220046997,1.1524720191955566,1.152339220046997,1.1524720191955566,0
2026-08-07 04:30:00,1.1524720191955566,1.1526048183441162,1.1524720191955566,1.1524720191955566,0
2026-08-07 04:45:00,1.1524720191955566,1.1526048183441162,1.1524720191955566,1.1526048183441162,0
2026-08-07 05:00:00,1.1526048183441162,1.1526048183441162,1.1524720191955566,1.1526048183441162,0
2026-08-07 05:15:00,1.1526048183441162,1.1526048183441162,1.1524720191955566,1.1526048183441162,0
2026-08-07 05:30:00,1.1526048183441162,1.1527377367019653,1.1526048183441162,1.1527377367019653,0
2026-08-07 05:45:00,1.1527377367019653,1.1527377367019653,1.1526048183441162,1.1527377367019653,0
2026-08-07 06:00:00,1.1527377367019653,1.1528706550598145,1.1527377367019653,1.1528706550598145,0
2026-08-07 06:15:00,1.1528706550598145,1.1528706550598145,1.1524720191955566,1.1524720191955566,0
2026-08-07 06:30:00,1.1524720191955566,1.1527377367019653,1.1524720191955566,1.1526048183441162,0
2026-08-07 06:45:00,1.1527377367019653,1.1527377367019653,1.1526048183441162,1.1526048183441162,0
2026-08-07 07:00:00,1.1527377367019653,1.1527377367019653,1.1524720191955566,1.1526048183441162,0
2026-08-07 07:15:00,1.1527377367019653,1.1528706550598145,1.1526048183441162,1.1527377367019653,0
2026-08-07 07:30:00,1.1527377367019653,1.1527377367019653,1.1524720191955566,1.1526048183441162,0
2026-08-07 07:45:00,1.1526048183441162,1.1527377367019653,1.1524720191955566,1.1526048183441162,0
2026-08-07 08:00:00,1.1524720191955566,1.1527377367019653,1.1522064208984375,1.1526048183441162,0
2026-08-07 08:15:00,1.1527377367019653,1.1527377367019653,1.1526048183441162,1.1526048183441162,0
2026-08-07 08:30:00,1.1526048183441162,1.1526048183441162,1.152339220046997,1.152339220046997,0
2026-08-07 08:45:00,1.152339220046997,1.1526048183441162,1.152339220046997,1.1526048183441162,0
2026-08-07 09:00:00,1.1526048183441162,1.1526048183441162,1.1522064208984375,1.1522064208984375,0
2026-08-07 09:15:00,1.152339220046997,1.1524720191955566,1.152339220046997,1.152339220046997,0
2026-08-07 09:30:00,1.152339220046997,1.1527377367019653,1.152339220046997,1.1527377367019653,0
2026-08-07 09:45:00,1.1527377367019653,1.1528706550598145,1.1526048183441162,1.1526048183441162,0
2026-08-07 10:00:00,1.1527377367019653,1.1531364917755127,1.1527377367019653,1.1531364917755127,0
2026-08-07 10:15:00,1.1532695293426514,1.1532695293426514,1.1530035734176636,1.1531364917755127,0
2026-08-07 10:30:00,1.1530035734176636,1.1531364917755127,1.1530035734176636,1.1531364917755127,0
2026-08-07 10:45:00,1.1531364917755127,1.15340256690979,1.1531364917755127,1.1531364917755127,0
2026-08-07 11:00:00,1.1532695293426514,1.1532695293426514,1.1530035734176636,1.1530035734176636,0
2026-08-07 11:15:00,1.1531364917755127,1.1531364917755127,1.1530035734176636,1.1531364917755127,0
2026-08-07 11:30:00,1.1531364917755127,1.1531364917755127,1.1528706550598145,1.1528706550598145,0
2026-08-07 11:45:00,1.1530035734176636,1.1532695293426514,1.1530035734176636,1.1530035734176636,0
2026-08-07 12:00:00,1.1531364917755127,1.1532695293426514,1.1531364917755127,1.1531364917755127,0
2026-08-07 12:15:00,1.1531364917755127,1.1532695293426514,1.1530035734176636,1.1530035734176636,0
2026-08-07 12:30:00,1.1530035734176636,1.1535356044769287,1.1530035734176636,1.1535356044769287,0
2026-08-07 12:45:00,1.1535356044769287,1.1536686420440674,1.1535356044769287,1.1536686420440674,0
2026-08-07 13:00:00,1.1538017988204956,1.154068112373352,1.1538017988204956,1.1538017988204956,0
2026-08-07 13:15:00,1.1538017988204956,1.1538017988204956,1.1532695293426514,1.15340256690979,0
2026-08-07 13:30:00,1.156738042831421,1.1578094959259033,1.156336784362793,1.1576753854751587,0
2026-08-07 13:45:00,1.1582117080688477,1.1582117080688477,1.1575413942337036,1.1576753854751587,0
2026-08-07 14:00:00,1.1576753854751587,1.1578094959259033,1.157139539718628,1.1578094959259033,0
2026-08-07 14:15:00,1.1575413942337036,1.1576753854751587,1.1570056676864624,1.1574074029922485,0
2026-08-07 14:30:00,1.157273530960083,1.1576753854751587,1.1566041707992554,1.1575413942337036,0
2026-08-07 14:45:00,1.1575413942337036,1.1575413942337036,1.1560693979263306,1.1560693979263306,0
2026-08-07 15:00:00,1.1560693979263306,1.156203031539917,1.1556684970855713,1.1560693979263306,0
2026-08-07 15:15:00,1.1560693979263306,1.156738042831421,1.1560693979263306,1.1560693979263306,0
2026-08-07 15:30:00,1.1559356451034546,1.156336784362793,1.1555349826812744,1.1555349826812744,0
2026-08-07 15:45:00,1.1556684970855713,1.1558021306991577,1.155401587486267,1.1556684970855713,0
2026-08-07 16:00:00,1.1558021306991577,1.1564704179763794,1.155401587486267,1.1564704179763794,0
2026-08-07 16:15:00,1.156336784362793,1.156738042831421,1.1560693979263306,1.1560693979263306,0
2026-08-07 16:30:00,1.1559356451034546,1.1564704179763794,1.1558021306991577,1.1564704179763794,0
2026-08-07 16:45:00,1.1564704179763794,1.1566041707992554,1.1560693979263306,1.156203031539917,0
2026-08-07 17:00:00,1.156203031539917,1.1568717956542969,1.156203031539917,1.1568717956542969,0
2026-08-07 17:15:00,1.156738042831421,1.156738042831421,1.1564704179763794,1.1566041707992554,0
2026-08-07 17:30:00,1.1566041707992554,1.156738042831421,1.1564704179763794,1.1566041707992554,0
2026-08-07 17:45:00,1.156738042831421,1.1570056676864624,1.156203031539917,1.156203031539917,0
2026-08-07 18:00:00,1.156203031539917,1.1564704179763794,1.156203031539917,1.1564704179763794,0
2026-08-07 18:15:00,1.1564704179763794,1.1566041707992554,1.156336784362793,1.1564704179763794,0
2026-08-07 18:30:00,1.1564704179763794,1.1566041707992554,1.156336784362793,1.1566041707992554,0
2026-08-07 18:45:00,1.1566041707992554,1.1566041707992554,1.1564704179763794,1.1564704179763794,0
2026-08-07 19:00:00,1.156336784362793,1.1566041707992554,1.156203031539917,1.1564704179763794,0
2026-08-07 19:15:00,1.1564704179763794,1.1566041707992554,1.156336784362793,1.1564704179763794,0
2026-08-07 19:30:00,1.1566041707992554,1.156738042831421,1.1566041707992554,1.156738042831421,0
2026-08-07 19:45:00,1.156738042831421,1.1570056676864624,1.156738042831421,1.156738042831421,0
2026-08-07 20:00:00,1.1568717956542969,1.1570056676864624,1.156738042831421,1.156738042831421,0
2026-08-07 20:15:00,1.1568717956542969,1.157273530960083,1.1568717956542969,1.157273530960083,0
2026-08-07 20:30:00,1.157273530960083,1.157273530960083,1.1570056676864624,1.1570056676864624,0
2026-08-07 20:45:00,1.1570056676864624,1.1570056676864624,1.1564704179763794,1.1564704179763794,0
2026-08-07 21:00:00,1.1564704179763794,1.1564704179763794,1.156203031539917,1.156203031539917,0
2026-08-07 21:15:00,1.156203031539917,1.156203031539917,1.1559356451034546,1.1560693979263306,0
2026-08-07 21:30:00,1.1559356451034546,1.156203031539917,1.1559356451034546,1.156203031539917,0
2026-08-07 21:45:00,1.1560693979263306,1.156336784362793,1.1559356451034546,1.1560693979263306,0
2026-08-07 22:00:00,1.156203031539917,1.156203031539917,1.156203031539917,1.156203031539917,0
2026-08-07 22:15:00,1.156203031539917,1.156203031539917,1.156203031539917,1.156203031539917,0
2026-08-10 00:00:00,1.1559356451034546,1.1560693979263306,1.1559356451034546,1.1560693979263306,0
2026-08-10 00:15:00,1.156203031539917,1.156203031539917,1.1560693979263306,1.1560693979263306,0
2026-08-10 00:30:00,1.1560693979263306,1.1560693979263306,1.1558021306991577,1.1560693979263306,0
2026-08-10 00:45:00,1.156203031539917,1.156203031539917,1.1559356451034546,1.1559356451034546,0
2026-08-10 01:00:00,1.1560693979263306,1.156203031539917,1.1559356451034546,1.156203031539917,0
2026-08-10 01:15:00,1.156203031539917,1.156203031539917,1.1558021306991577,1.1559356451034546,0
2026-08-10 01:30:00,1.1559356451034546,1.1559356451034546,1.1558021306991577,1.1558021306991577,0
2026-08-10 01:45:00,1.1558021306991577,1.156203031539917,1.1558021306991577,1.1560693979263306,0
2026-08-10 02:00:00,1.156203031539917,1.156203031539917,1.1556684970855713,1.1558021306991577,0
2026-08-10 02:15:00,1.1558021306991577,1.1559356451034546,1.1558021306991577,1.1559356451034546,0
2026-08-10 02:30:00,1.1558021306991577,1.1558021306991577,1.1555349826812744,1.1558021306991577,0
2026-08-10 02:45:00,1.1556684970855713,1.1558021306991577,1.1556684970855713,1.1556684970855713,0
